objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,date_published,publisher,licensing,copies,musical,adaptation,adaptation_of,description,colocated,notes,format
yppc_227,The Musical Comedy Murders of 1940,"Bishop, John",12-18,5,5,0,10,TRUE,111,1987,Dramatists Play Service Inc.,TRUE,1,FALSE,FALSE,,"The creative team responsible for a recent Broadway flop (in which three chorus girls were murdered by the mysterious “Stage Door Slasher"") assemble for a backer’s audition of their new show at the Westchester estate of a wealthy “angel.” The house is replete with sliding panels, secret passageways, and a German maid who is apparently four different people—all of which figure diabolically in the comic mayhem which follows when the infamous “Slasher” makes his reappearance and strikes again—and again. As the composer, lyricist, actors, and director prepare their performance, and a blizzard cuts off any possible retreat, bodies start to drop in plain sight, knives spring out of nowhere, masked figures drag their victims behind swiveling bookcases, and accusing fingers point in all directions. However, and with no thanks to the bumbling police inspector who snowshoes in to investigate, the mystery is solved in the nick of time and the “Slasher” unmasked—but not before the audience has been treated to a sidesplitting good time and a generous serving of the author’s biting, satiric, and refreshingly irreverent wit.",,,record
yppc_228,My Client Curley,"Corwin, Norman",08-14,1,2,23,26,TRUE,,1940,TheatreBC Script Library,TRUE,1,FALSE,TRUE,Based on an unpublished story by Lucille Fletcher.,"Young Stinky and his new agent are thrust headfirst into the hustle-bustle of Hollywood, with every newsmaker and entertainer vying for Curley’s unique talents.",,Originally conceived as a radio play.,record
yppc_229,Never Too Old,"Clements, Colin",14-18,0,4,0,4,FALSE,18,1937,"Samuel French, Inc.",TRUE,1,FALSE,FALSE,,"An aging actress, used to roles as the sex interest, tries to come to grips with middle age. Meanwhile, her friend and playwright conspires to keep her in the same type of roles.",,From the collection Ladies Alone by Colin Clements and Florence Ryerson.,record
yppc_230,Night Must Fall,"Williams, Emlyn",12-18,4,5,0,9,FALSE,87,1935,"Samuel French, Inc.",TRUE,4,FALSE,FALSE,,"When the imperious, embittered Mrs. Bramson learns that her young maid Dora is pregnant, she summons the child's presumed father to her bungalow. The young man, Dan, is charming but mysterious. Could he be responsible for the recent murder and beheading of a local woman, and could Mrs. Bramson be his next victim? Skillfully, Dan insinuates himself into Mrs. Bramson's affections and attemps to seduce her skeptical niece, Olivia. Despite strong suspicions of Dan's diabolical intentions, Olivia finds herself attracted to, and fascinated by, the young man. Emlyn Williams' classic thriller, a hit on stage and screen, provides thrills and surprises for audiences of any era.",,,record
yppc_231,Noises Off,"Frayn, Michael",08-14,5,4,0,9,FALSE,62,1982,"Samuel French, Inc.",TRUE,1,FALSE,FALSE,,"Called “the funniest farce ever written,” Noises Off presents a manic menagerie of itinerant actors rehearsing a flop called Nothing’s On. Doors slamming, on and offstage intrigue, and an errant herring all figure in the plot of this hilarious and classically comic play.",,,record
yppc_232,My Apology,"Allen, Woody",14-18,5,0,0,5,FALSE,8,1975,Ballantine Books,TRUE,1,FALSE,FALSE,,"An irreverant reflection on Socrates and his death, centering the perspective of the author.","Also located in the folder labeled ""Night of the Slaughtered Chicken"".",,record
yppc_233,The End of the World,"Unknown,",08-14,0,0,4,4,FALSE,4,Unknown,Unknown,TRUE,1,FALSE,FALSE,,"Three people and a guru sit on a mountaintop, waiting for the prophesied end of the world. Spoiler alert: it doesn't. They agree to meet the next day.",,,record
yppc_234,Coffee: A Relativity,"Hartig, Herbert",id,3,2,0,5,FALSE,5,1956,Avon Books,TRUE,1,FALSE,FALSE,,"A man meets a woman in a diner, and as they drink their coffee he acts jealous whenever she speaks to another man. He harasses her so much that the counterman comes over to check on her. Though she reassures him, eventually the harassment gets so intense that she grabs her things and leaves. Another woman comes in and the scene starts to repeat.","Also located in the folder labeled ""Night of the Slaughtered Chicken"".","Published in The Greatest Revue Sketches, compiled and edited by Donald Oliver",record
yppc_235,Monty Python's Dead Parrot Sketch,"Python, Monty",08-18,0,0,2,2,FALSE,2,1989,Pantheon,TRUE,1,FALSE,FALSE,,"A shopkeeper tries to sell a man a parrot. The parrot is very, very dead.","Also located in the folder labeled ""Night of the Slaughtered Chicken"".","Written by the Monty Python acting troupe: Graham Chapman, Eric Idle, Terry Gilliam, Terry Jones, John Cleese, and Michael Palin.",record
yppc_236,Mosaic: A Collection of Staged Poetry,"Sabatini, Jessica (arr.)",12-18,6,5,0,11,TRUE,65,1995,Various,TRUE,1,FALSE,TRUE,This is a series of staged poetry.,"Includes The Opening of the Trunk by Jim Morrison, Dulce et Decorum Est by Wilfred Owen, The Fox by Philip Levine, Incident by Countee Cullen, Oh who is that young sinner by A. E. Housman, Snow White and the Seven Deadly Sins by R. S. Gwynn, We Real Cool by Gwendolyn Brooks, and a musical score for Sweet Charity that combines You Should See Yourself and Big Spender by Neil Simon.",,,record
yppc_237,Oedipus the King,"Sophocles,",12-18,4,1,4,9,TRUE,75,429 BCE,Unknown,FALSE,2,FALSE,FALSE,,"Oedipus, in Greek mythology, the king of Thebes who unwittingly killed his father and married his mother. Homer related that Oedipus's wife and mother hanged herself when the truth of their relationship became known, though Oedipus apparently continued to rule at Thebes until his death.",,"Three additional books are included: they are typed and titled ""Narration and Scenes from Oedipus the King""",record
yppc_238,The Odd Couple (Female Version),"Simon, Neil",10-18,2,6,0,8,FALSE,94,1984,"Samuel French, Inc.",TRUE,2,FALSE,TRUE,Adapted from The Odd Couple by Neil Simon.,"Unger and Madison are at it again! Florence Unger and Olive Madison, that is, in Neil Simon's hilarious contemporary comic classic: the female version of The Odd Couple. Instead of the poker party that begins the original version, Ms. Madison has invited the girls over for an evening of Trivial Pursuit. The Pidgeon sisters have been replaced by the two Constanzuela brothers. But the hilarity remains the same.",,There is performance release agreement at the front of the binder from 2012 that states that the play must be done as written with no attempts to soften or obscure the language.,record
yppc_239,Of Mice and Men,"Steinbeck, John",10-18,9,1,0,10,FALSE,64,1938,"Samuel French, Inc.",TRUE,3,FALSE,TRUE,Based on John Steinbeck's novella of the same name.,"Two drifters, George and his friend Lennie, with delusions of living off the ""fat of the land,"" have just arrived at a ranch to work for enough money to buy their own place. Lennie is a man-child, a little boy in the body of a dangerously powerful man. It's Lennie's obsessions with things soft and cuddly, that have made George cautious about with whom the gentle giant, with his brute strength, associates. His promise to allow Lennie to ""tend to the rabbits"" on their future land keeps Lennie calm, amidst distractions, as the overgrown child needs constant reassurance. But when a ranch boss' promiscuous wife is found dead in the barn with a broken neck, it's obvious that Lennie, albeit accidentally, killed her. George, now worried about his own safety, knows exactly where Lennie has gone to hide, and he meets him there. Realizing they can't run away anymore, George is faced with a moral question: how should he deal with Lennie before the ranchers find him and take matters into their own hands.",,,record
yppc_240,The Old Lady Shows Her Medals,"Barrie, James M.",08-18,3,4,0,7,FALSE,51,1918,"Hodder and Stoughton, London",FALSE,7,FALSE,FALSE,,"Mrs. Dowey is entertaining three other charwomen at tea; they are all proud of their sons in the army (1914 1918). The curate arrives with Kenneth Dowey of the Black Watch in tow. But Mrs. Dowey has no son; she only pretends after seeing Kenneth's name in a newspaper. Since he has no family, he agrees to spend his leave with her and Mrs. Dowey has the long wished for experience of mothering a boy. When Private Dowey does not return, the old lady puts away his effects and bravely sets out to work.",,"First published in Barrie's collection ""Echoes of the War"" in 1918.",record
yppc_241,Oliver,"Bart, Lionel",06-18,10,7,0,17,TRUE,95,1977,"TRO-Hollis Music, Inc.",TRUE,5,TRUE,TRUE,Adaptation of Oliver Twist by Charles Dickens.,"The streets of Victorian England come to life as Oliver, a malnourished orphan in a workhouse, becomes the neglected apprentice of an undertaker. Oliver escapes to London and finds acceptance amongst a group of petty thieves and pickpockets led by the elderly Fagin.",,,record
yppc_242,One Million Pound Note,"Bland, Joellen",08-14,5,1,3,9,FALSE,6,1987,Unknown,TRUE,2,FALSE,TRUE,Adapted from Mark Twain's short story of the same name.,"It's the 1800s and two wealthy British siblings, Annabel and Edward, make a bet between them whether a destitute man can survive a month in London if they give him a million-pound bank note. Because the man cannot account for the note being in his possession, he cannot cash it at the bank, yet he must be able to live on it for thirty days and keep out of jail. If he succeeds, they will offer him a high-paying position. They find the perfect candidate in Henry Adams, an American whose wits not only enable him to survive, but make him far richer than anyone dreamed.",,,record
yppc_243,One Thousand and One Nights,"Stephens, Jeffryn",06-14,10,10,0,20,TRUE,21,1999,YPPC,FALSE,9,FALSE,FALSE,Adapted from the Middle Eastern folktales.,"Based on A Thousand and One Arabian Nights, this story within a story tells how a young woman's courage and intelligence saves the day.",,Adapted from Joann Leonard's version by Jeffryn Stephens.,record
yppc_244,Opening Night,"Fernand, Roland",08-18,1,10,0,11,FALSE,26,1952,Dramatic Publishing,TRUE,5,FALSE,TRUE,Based on the story by Cornelia Otis Skinner.,"Cornelia is about to open a new show on Broadway! Alden, her husband, has left orders that she is not to be disturbed, but he's so jittery himself that he calls constantly to tell her to relax. An old friend arrives and collapses. Ex-classmates drop in to wangle tickets.",,,record
yppc_245,Our Lady of Guadalupe,"Unknown,",04-18,3,1,9,13,FALSE,5,Unknown,Unknown,TRUE,3,FALSE,TRUE,Adapted from the story of Our Lady of Guadelupe.,A vision of holy Mary visits an Aztec man in Mexico and tells him to go to the bishop and get the bishop to build a church.,,"This has at least two different versions, as well as some liturgical papers and other documentation for Advent.",record
yppc_246,Out of Our Father's House,"Merriam, Eve",12-18,0,3,0,3,TRUE,62,1978,"Samuel French, Inc.",TRUE,4,TRUE,TRUE,Based on Eve Merriam's Growing Up Female in America,"This moving play is drawn from the diaries, journals and letters of women: a schoolgirl-- founder of the Women's Suffrage Movement, an astronomer, a labor organizer, a minister, a doctor and a woman from the Jewish ghetto. They are seen as they grow up, marry, bear children and face being ostracized for wanting careers.",,,record
